x1,event,duration
0.7277447168429354,1.0,0.4170672456188169
0.8780797885228298,1.0,0.8542040982506784
0.7099401362272819,1.0,0.45012072634592437
0.7661595362453603,1.0,0.5598529893014002
0.17175813633788073,0.0,0.21656610965443016
0.9895654401370239,0.0,0.07513072854650464
0.9327252865701914,1.0,0.5865248290166059
0.3748399813578206,1.0,0.8573701072790239
0.8446186735598306,0.0,0.33701686602786035
0.5011402192059196,1.0,0.3579312494578751
0.008579986397581396,1.0,0.3434226984377408
0.20745128154363113,1.0,0.7388358094194974
0.3066758180749235,1.0,0.60862430870075
0.11762874044404759,1.0,0.7515738189025182
0.49881429503513,0.0,0.07594293668520558
0.8297287904918544,1.0,0.3055316713210985
0.7908712867406664,1.0,0.20270041902460875
0.5171633649316588,0.0,0.03657901122329597
0.5149884585888735,0.0,0.11850484473936308
0.1709367794752461,1.0,0.3831658012585793
0.5915082616761617,1.0,0.4525150797036612
0.14028041525146184,1.0,0.44610825943900906
0.8510234563159068,1.0,0.5119954672645487
0.8072396839473518,1.0,0.16821546727604864
0.1071780106357696,1.0,0.1662260667107399
0.6178539234584429,0.0,0.5716273663920203
0.8569999932300503,1.0,0.537998978485194
0.04110120450106236,1.0,0.4774263289202139
0.37964121161355613,0.0,0.41903018054215047
0.1702595067885726,1.0,0.07771760312749681
0.13999648417654975,0.0,0.062389078991005806
0.870923135971157,1.0,0.17262133478843178
0.4809348068950621,0.0,0.5872585273732676
0.6855006715678116,1.0,0.44116153674273195
0.9233294194718591,0.0,0.6939200932577663
0.6725385141046539,1.0,0.7438061569034302
0.7210644511730534,1.0,0.6997769783733744
0.819848889427994,1.0,0.8501728404262892
0.46006913569951446,1.0,0.3248668808744599
0.7790270814730217,0.0,0.35442200277343494
0.3313959944003093,1.0,0.902818164640099
0.1643590663609562,1.0,0.78194818774711
0.2306044982579213,1.0,0.8093261129868071
0.40952428366121696,1.0,0.9703728896504862
0.1319396944122434,1.0,0.07675004538434167
0.8664292683074765,1.0,0.18642959944466292
0.5310355953973878,1.0,0.12528426162645245
0.5574338967591996,0.0,0.3136493200469489
0.3222243874850468,1.0,0.980694817017165
0.7712407423831036,0.0,0.16888350935861723
0.6720554098661354,1.0,0.6971241771979065
0.9307170603401581,0.0,0.3710620252926572
0.01884874466389408,1.0,0.6905121934033637
0.36558580181198164,1.0,0.6000384796027389
0.0509164093169453,1.0,0.4659556060005384
0.10210315601472997,1.0,0.4011960665323229
