x1,event,duration
0.5283455090141044,1.0,0.9079616497152114
0.3647181676797856,1.0,1.1801643415128193
0.41837428317283065,0.0,0.39421333452254737
0.1303896436006866,1.0,1.028602230526305
0.05669917722550488,0.0,0.5141804298393875
0.024634298519227382,1.0,1.2903493524758176
0.3822152548391319,1.0,1.070010828439799
0.11329383094244905,1.0,0.3789715195897368
0.5770854767715775,0.0,0.6807494699734868
0.3060513156688739,1.0,1.222585942478368
0.23980570329996265,1.0,0.9956320711525475
0.4380090661056286,1.0,0.9338516652846515
0.5620912208197446,1.0,1.2678744897006708
0.1739620812803423,1.0,0.56285975374284
0.49425416455798243,1.0,1.0431114364013643
0.10208255714909098,1.0,0.6239579010163895
0.4514255474330846,0.0,0.05751152219663624
0.5608926601275126,0.0,0.28603229175251105
0.12218552130428306,1.0,0.22567873711625647
0.8083307491609034,1.0,0.8353377529739906
0.665298172726324,0.0,0.14818690687124741
0.35719727577212046,1.0,0.6816628349896987
0.5806041038228105,1.0,0.4919551726638823
0.6711991905675619,0.0,0.303696834634711
0.902101801997676,1.0,0.8563412320907651
0.9715254054251818,0.0,0.6694560407969299
0.9997387965015038,1.0,0.819087836837617
0.836850671069745,1.0,0.8735043219568034
0.9064262657244601,0.0,0.17293807043853784
0.9866452591612502,0.0,0.46416174576642744
0.07538658083021521,0.0,0.9259389729077045
0.07504939446008352,1.0,0.8824646720341148
0.6430954273309457,1.0,1.0267999400028354
0.10619056895784229,0.0,0.5347728441461764
0.47055225650108856,0.0,0.5166208752772067
0.49820106520225427,0.0,0.38161101476288706
0.7229983113183035,1.0,0.693664375361076
0.652387839680818,1.0,0.6603446173602857
0.7697328474666145,1.0,1.2065855262596608
0.849315131661524,1.0,1.043978997181487
0.25600970067992235,1.0,0.9708206966791492
0.5821496474741508,1.0,0.932402974265235
0.07275616673142271,0.0,0.06157987437171762
0.2348340971944528,0.0,0.5310377278808817
0.5464173885621297,1.0,0.8295740661636996
0.05920522858547961,0.0,0.7409161239496727
0.901288075977374,0.0,0.856827282557528
0.43465683335275407,1.0,1.1589824043616943
0.23479789278394858,1.0,1.2496644518296056
0.5887979291571458,0.0,0.6481486007662658
0.3981970288772566,1.0,0.9123386935881194
0.6147528380259929,1.0,0.8533030571462306
0.32381079446645367,0.0,0.2560685164892129
0.3422089700062638,1.0,1.083824858716294
0.8435585693204736,0.0,0.0858959170899615
0.7918375729567185,0.0,0.49769090106490893
0.18933518223359125,1.0,0.6387414986656316
0.6589619151206606,1.0,1.0890423674656808
0.16437668981350229,1.0,0.6535657657446464
0.987402101170476,0.0,0.940892395204173
0.35010939368480554,1.0,1.0215230036234961
0.6211311989145897,0.0,0.4023639535306681
0.17889921389166208,1.0,1.1187342962530817
0.3632045615908186,1.0,0.8763172722010172
0.05679315104506255,0.0,0.013494853894175547
0.8386572005914917,1.0,1.054849615737902
0.27352620505679837,1.0,1.0846786238024697
