x1,event,duration
0.32644322759327404,1.0,100.61171475095043
0.8360252418930585,1.0,99.38668600985957
0.7369370803693034,1.0,92.48170302379944
0.952281190593087,1.0,90.05954231125412
0.5811083001717453,0.0,95.75863637686267
0.05379491682310189,1.0,99.95030222783492
0.09801153205846791,1.0,99.16929044424646
0.4534174337731377,1.0,96.61778365572135
0.4467527317329435,1.0,99.45253528932086
0.8687856143900681,0.0,93.18696377904462
0.49078359394892834,1.0,98.81466818025034
0.6415806862774397,0.0,100.63097638494219
0.6615576933027054,1.0,100.11699818173831
0.5552108048798472,1.0,98.51660398030268
0.4810678581770418,1.0,100.90087970406555
0.2069400901055939,0.0,99.82557318097957
0.50569009164662,0.0,90.81181352743856
0.9121891789554122,0.0,105.68407259888556
0.036389866349287536,1.0,100.02029917298863
0.2728965651205709,0.0,93.86515871119508
0.9862605070748245,1.0,96.26291039074312
0.19503823359408234,1.0,101.2601424367113
0.004061547058526904,0.0,88.85117718343045
0.9963721155826817,1.0,94.99192253225432
0.130995115348444,0.0,94.36341878692743
0.005310951725372659,1.0,100.00693110760092
0.9716602228883601,1.0,94.30527143111787
0.4320549941449827,1.0,94.75347861353532
0.8569143262999938,1.0,98.09936251974679
2.3762931043669333e-05,0.0,99.30286915161177
0.7108262752782463,0.0,105.23929250595799
0.4942713171448072,0.0,99.03849702095795
0.09480807835010852,0.0,99.34410798107939
0.7590582236644051,0.0,102.8049542415222
0.2074334884507536,1.0,101.56369751354674
0.9869133569674637,0.0,101.18318988784151
0.765177100751874,1.0,94.85008178536167
0.9971113362039353,1.0,101.9369065301737
0.12777438800462038,0.0,94.92954168429438
0.17181133736746224,0.0,93.73717472270194
0.0258575050610661,1.0,99.97553446625176
0.6722968101587785,1.0,93.92109351212171
0.6907977976363155,1.0,102.50919193406946
0.38485300063050787,0.0,99.75446775904508
0.5217962588669142,1.0,98.57028066462968
0.24851601689156844,0.0,96.6830971400245
0.04669408157943378,1.0,99.78196035207617
0.9290013614475421,0.0,95.01419719058302
0.9778823775631448,1.0,94.18453619739725
0.2803160630622933,0.0,94.97706802669167
0.8605217848001383,0.0,101.4933050406318
0.7155400343821718,1.0,92.98008538705255
0.20466740063258326,0.0,101.06905177620021
0.34139838979248904,1.0,103.28584975704648
0.19461617961544975,1.0,98.6197751200273
0.2553168752754471,0.0,93.18410377704366
0.454480700738623,1.0,105.01822431846509
0.026972806451090015,1.0,99.91495818245986
0.7350291215316838,1.0,97.48593025302284
0.08586474165645797,0.0,98.55835309941415
0.29202112583453943,1.0,98.24236406495552
0.23911548506143254,1.0,101.46795083596533
0.2394399517084027,0.0,91.08472070688272
0.9498896911977548,0.0,91.74030641105428
0.47034056935845914,1.0,101.91012344683998
0.7400179623508186,1.0,96.48436163106037
0.8278261449380416,0.0,90.54160930585104
0.5541350193664233,0.0,97.50136646487111
0.1309153364976875,0.0,99.19480859124948
0.25207400317505024,0.0,99.1639720633474
0.669167914537569,0.0,106.14984626055762
0.705655040215472,1.0,100.65705921460426
0.9783078117392429,0.0,102.53452182566689
0.1384529239095602,0.0,96.97551420442932
0.5269911044297689,0.0,94.97204690860849
0.7836015316733183,1.0,97.85639468988806
0.937343506964398,0.0,96.69607759392194
0.8069881628659609,1.0,91.01133910594244
0.23300179269330012,0.0,95.02097423292024
0.467894982213351,0.0,97.61796803605885
0.6237879344363928,1.0,97.26874312245702
0.07883080334415415,0.0,97.35986194495914
0.9537412412877065,1.0,98.2534324593986
0.6386939380739225,0.0,97.28422996503575
0.8927523781423069,0.0,96.61727483822388
0.47633920576504807,1.0,103.93099045934768
0.7970371867244119,1.0,101.20231262490941
0.8540085660651585,0.0,103.67140520282578
0.19600346884786002,1.0,100.04990227453187
0.1225266747818129,0.0,97.0321722448345
